Unnamed: 0.1,Unnamed: 0,food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
188,188,rabri,290,9.4,2.6,3.7,1.9,33.3,4.0,15.1,4.2,41.2,455.8,77.7,8.54,0.19,1.22,0.05,0.43,4.04,0.5,0.42,12.63,0.0,1.22,222.19,44.7,0.14,2.64,55.7,0.21,213.9,222.2,16.3,1.57,99.8
189,189,rice kheer,402,12.2,3.2,4.3,2.4,54.4,10.3,13.3,3.1,54.7,591.5,72.7,6.89,0.33,1.1,0.05,0.45,3.53,0.5,0.39,11.02,0.0,1.41,221.93,53.2,0.13,2.57,42.9,0.24,172.0,221.9,17.1,1.51,90.1
190,190,seviyan kheer,244,9.1,5.3,2.5,0.8,38.4,30.7,5.3,0.9,19.9,124.5,83.4,2.92,0.24,0.87,0.05,0.23,2.15,0.28,0.22,4.18,0.0,0.84,136.0,36.2,0.08,1.18,25.4,0.11,129.4,136.0,10.0,1.19,49.9
191,191,malpua,290,9.3,2.5,3.6,2.1,31.6,4.2,15.7,4.0,40.7,472.7,77.5,7.26,0.23,1.04,0.05,0.41,3.74,0.51,0.56,10.98,0.0,1.18,257.68,42.8,0.16,2.77,39.0,0.28,203.0,257.7,14.8,1.73,100.8
192,192,peda,285,9.8,2.4,3.5,1.9,32.9,3.8,17.1,3.9,37.8,448.6,76.8,10.05,0.22,1.31,0.05,0.46,4.37,0.53,0.5,9.26,0.0,1.17,239.46,44.7,0.13,2.57,48.4,0.2,214.8,239.5,18.9,1.78,101.5
193,193,modak,285,10.4,2.7,3.7,2.1,30.1,4.2,15.9,3.8,42.2,436.7,76.9,9.93,0.18,1.0,0.05,0.51,3.86,0.61,0.5,10.94,0.0,1.03,181.19,52.7,0.12,2.4,45.5,0.25,184.0,181.2,20.4,1.67,95.4
194,194,mysore pak,298,10.2,2.5,3.4,2.0,31.2,4.1,16.4,4.2,39.7,437.7,76.4,7.78,0.22,0.99,0.05,0.46,3.94,0.64,0.55,8.68,0.0,1.05,245.94,45.8,0.17,2.85,44.9,0.29,219.3,245.9,19.4,1.66,100.6
195,195,poori halwa,241,8.4,4.9,2.4,0.8,36.3,33.3,4.7,1.0,19.6,117.9,84.2,3.71,0.2,0.81,0.05,0.22,1.79,0.27,0.19,4.06,0.0,0.93,172.98,32.1,0.11,1.19,25.6,0.13,117.0,173.0,10.4,1.05,52.4
196,196,ladoo,238,9.1,5.3,2.5,0.8,39.2,26.4,4.7,1.0,19.5,118.3,83.8,4.22,0.23,0.74,0.05,0.17,1.93,0.28,0.2,5.13,0.0,0.95,136.86,29.9,0.09,1.34,19.9,0.14,115.0,136.9,9.2,1.17,51.4
197,197,paniyaram,296,9.8,2.4,3.7,2.0,31.4,3.9,15.7,4.3,42.1,424.0,77.0,10.1,0.2,1.37,0.05,0.51,3.58,0.59,0.56,10.95,0.0,1.26,188.55,53.1,0.12,2.45,48.4,0.29,221.9,188.6,20.8,1.93,97.6
198,198,murukku,264,9.9,2.6,3.5,2.0,32.9,4.1,15.2,3.8,39.3,453.4,78.2,6.94,0.23,1.25,0.05,0.43,3.8,0.52,0.41,7.82,0.0,0.99,235.68,57.1,0.14,2.63,53.5,0.23,190.4,235.7,15.4,1.56,94.5
199,199,thatte idli,233,6.4,1.4,2.1,1.5,38.3,2.1,8.1,3.0,10.3,284.0,84.5,7.12,0.24,1.18,0.05,0.25,2.14,0.33,0.34,7.01,0.0,0.77,191.16,35.1,0.15,1.96,33.4,0.21,160.2,191.2,12.7,1.15,73.8
200,200,bisi bele bath,264,10.4,2.5,3.7,2.1,32.8,3.9,16.4,4.1,37.7,455.0,77.4,10.14,0.18,1.14,0.05,0.47,3.94,0.53,0.57,8.84,0.0,0.97,231.36,46.2,0.16,2.74,55.1,0.25,201.1,231.4,20.0,1.63,100.8
201,201,puliyodarai,278,9.4,2.6,3.7,2.0,31.2,3.9,16.7,4.2,40.5,466.6,77.4,8.59,0.22,0.92,0.05,0.54,3.67,0.63,0.46,9.74,0.0,0.9,187.38,44.4,0.15,2.92,41.1,0.27,214.4,187.4,15.5,2.03,98.1
202,202,keerai masiyal,281,9.4,2.4,3.4,1.9,32.8,4.1,16.6,4.2,38.4,475.3,77.4,8.04,0.2,0.95,0.05,0.55,4.52,0.64,0.49,9.4,0.0,1.06,201.18,47.8,0.15,2.37,51.0,0.2,181.7,201.2,16.7,2.09,97.1
203,203,paruppu usili,281,10.7,2.4,3.4,2.0,32.9,3.9,16.2,4.0,42.6,429.9,76.7,8.23,0.2,0.99,0.05,0.45,3.46,0.64,0.45,8.64,0.0,0.97,232.78,56.7,0.14,2.24,44.5,0.2,185.6,232.8,16.6,2.1,97.1
204,204,kuzhambu,278,10.1,2.4,3.7,1.9,30.1,4.2,15.9,4.1,38.2,481.4,77.3,8.94,0.18,1.1,0.05,0.5,3.39,0.49,0.48,11.52,0.0,0.93,191.64,61.8,0.12,3.01,45.1,0.25,224.6,191.6,20.2,1.94,98.7
205,205,avial rice,378,12.4,3.0,4.4,2.6,54.1,3.0,14.0,3.0,54.3,618.7,73.2,6.54,0.32,0.88,0.05,0.4,3.51,0.52,0.4,6.95,0.0,1.02,169.96,51.3,0.15,2.14,44.3,0.18,195.3,170.0,13.4,1.8,82.1
206,206,lemon sevai,290,10.4,2.4,3.6,2.0,30.9,3.9,16.8,4.0,42.5,420.5,76.3,8.6,0.23,1.07,0.05,0.47,3.88,0.56,0.45,21.45,0.0,1.29,241.91,58.0,0.14,2.34,52.8,0.24,178.0,241.9,19.6,1.98,109.9
207,207,curd sevai,283,10.0,2.6,3.5,2.0,32.0,4.3,16.3,3.9,42.7,438.7,77.1,7.03,0.18,1.26,0.05,0.46,4.21,0.48,0.57,9.78,0.0,0.92,259.65,125.0,0.13,2.7,42.8,0.25,203.0,259.7,14.9,1.73,100.3
208,208,thalipeeth,274,9.3,2.4,3.5,2.1,32.3,4.2,15.5,4.1,40.5,480.6,78.2,8.55,0.2,1.16,0.05,0.51,3.33,0.57,0.46,11.06,0.0,1.17,255.55,53.3,0.13,2.57,47.9,0.28,208.0,255.6,17.6,1.67,101.3
209,209,sabudana thalipeeth,262,10.7,2.5,3.4,2.1,30.2,4.2,15.1,3.9,37.6,469.0,77.7,8.56,0.18,1.24,0.05,0.48,3.5,0.58,0.47,10.81,0.0,1.0,252.54,52.7,0.14,2.75,40.7,0.19,203.7,252.5,17.6,1.61,99.9
210,210,bharli vangi,298,10.3,2.5,3.7,2.0,32.5,4.2,15.9,4.0,40.7,451.4,76.5,8.38,0.19,0.97,0.05,0.5,3.62,0.54,0.47,12.68,0.0,0.93,189.69,49.9,0.16,2.72,43.2,0.25,190.3,189.7,15.5,1.67,97.9
211,211,usal pav,293,9.9,2.5,3.5,2.0,29.9,3.8,15.2,3.9,41.7,460.0,77.2,7.46,0.22,1.31,0.05,0.46,3.2,0.59,0.42,11.04,0.0,1.26,188.31,48.5,0.13,2.65,38.9,0.28,203.9,188.3,14.5,1.89,93.8
212,212,misal,297,10.0,2.6,3.7,2.1,30.9,4.2,15.4,3.8,41.7,439.2,76.9,8.73,0.2,1.21,0.05,0.43,3.69,0.48,0.44,12.76,0.0,1.08,235.03,52.6,0.14,2.42,54.6,0.22,188.1,235.0,20.5,1.98,99.5
213,213,sol kadhi,297,9.8,2.6,3.7,1.9,34.1,4.1,16.8,4.1,42.5,462.0,76.5,9.99,0.2,1.15,0.05,0.47,4.57,0.55,0.57,8.92,0.0,1.25,256.49,51.1,0.16,2.57,58.2,0.22,175.6,256.5,16.5,1.71,102.9
214,214,dhansak,295,10.6,2.5,3.7,2.1,31.6,3.7,16.8,4.2,42.5,448.2,76.0,8.79,0.23,1.23,0.05,0.56,4.41,0.63,0.55,11.23,0.0,1.07,240.82,60.4,0.16,2.65,40.0,0.2,210.7,240.8,20.6,1.67,103.1
215,215,patra,276,10.2,2.4,3.3,1.9,32.1,4.3,16.7,4.1,41.9,461.7,77.0,10.11,0.2,1.12,0.05,0.53,3.73,0.6,0.57,12.79,0.0,0.98,266.74,46.7,0.16,3.03,56.7,0.22,227.8,266.7,19.5,1.94,108.2
216,216,khakhra,296,10.7,2.4,3.6,1.9,31.6,4.0,15.5,3.8,39.3,478.2,76.5,7.12,0.22,1.07,0.05,0.53,3.73,0.56,0.43,11.39,0.0,1.0,262.12,56.7,0.12,2.5,39.4,0.27,199.9,262.1,15.9,1.88,99.5
217,217,thepla methi,277,9.9,2.4,3.4,1.9,32.5,4.2,15.7,4.1,39.8,419.2,77.6,7.66,0.2,1.22,0.05,0.5,4.07,0.58,0.53,9.68,0.0,0.92,234.13,48.0,0.13,2.95,57.6,0.29,221.2,234.1,19.3,1.55,99.0
218,218,sev tameta,270,10.2,2.4,3.4,2.0,34.1,4.0,16.2,3.9,40.0,477.1,77.4,9.87,0.19,1.03,0.05,0.49,3.49,0.49,0.44,8.55,0.0,1.28,200.97,57.6,0.16,2.39,54.4,0.25,212.9,201.0,16.6,2.05,95.8
219,219,ringan bateta,273,10.7,2.6,3.3,2.1,32.7,4.2,15.0,3.8,38.5,420.8,77.4,7.65,0.22,1.08,0.05,0.52,4.17,0.45,0.45,11.45,0.0,1.13,189.47,56.9,0.16,2.22,38.5,0.27,173.0,189.5,17.1,1.63,92.8
220,220,dal dhokli gujarati,327,13.2,4.0,4.3,2.5,30.3,4.9,14.1,7.3,30.7,590.4,74.2,11.63,0.21,1.48,0.05,0.42,3.64,0.57,0.5,14.87,0.0,1.07,296.38,51.3,0.19,4.2,65.0,0.28,217.9,296.4,19.2,1.6,122.8
221,221,khaman,289,10.3,2.7,3.5,1.9,30.0,4.1,15.6,3.8,37.6,478.5,76.9,7.98,0.19,0.96,0.05,0.54,4.23,0.47,0.54,8.52,0.0,1.24,202.11,56.4,0.14,2.22,46.1,0.23,212.1,202.1,18.8,1.59,92.6
222,222,locho,286,10.5,2.5,3.5,2.1,31.9,4.0,15.8,4.1,41.7,457.2,76.8,8.81,0.2,0.92,0.05,0.45,3.81,0.5,0.52,9.2,0.0,1.13,192.56,52.2,0.13,2.6,56.3,0.24,175.2,192.6,20.5,1.99,95.7
223,223,surti locho,281,9.7,2.3,3.3,1.9,30.2,4.0,15.1,4.1,40.4,434.5,77.8,8.08,0.18,1.13,0.05,0.4,3.9,0.48,0.43,10.41,0.0,0.9,265.59,46.1,0.15,2.57,50.8,0.26,176.6,265.6,19.6,1.59,100.4
224,224,muthiya,268,10.3,2.5,3.7,1.9,32.2,3.7,15.1,3.8,39.9,462.1,77.8,9.74,0.24,1.15,0.05,0.46,3.86,0.6,0.46,11.3,0.0,1.21,250.42,46.3,0.12,2.15,39.0,0.19,218.6,250.4,15.1,1.84,99.3
225,225,fafda jalebi,255,8.9,5.1,2.6,0.8,36.9,32.8,5.0,0.9,19.1,114.2,83.3,3.88,0.26,0.86,0.05,0.23,1.95,0.25,0.23,4.73,0.0,0.85,149.95,31.5,0.1,1.43,26.9,0.15,131.4,149.9,8.2,1.04,52.2
226,226,poha jalebi,250,9.1,5.1,2.6,0.8,37.9,34.0,5.0,1.0,19.5,112.7,83.3,4.26,0.23,0.87,0.05,0.21,2.15,0.26,0.24,3.18,0.0,0.96,168.1,28.2,0.08,1.16,27.9,0.13,132.3,168.1,9.6,0.94,52.3
227,227,rajasthani gatte,272,10.3,2.7,3.7,2.0,33.1,4.2,16.7,4.2,40.7,436.3,77.1,10.04,0.22,0.97,0.05,0.45,4.13,0.5,0.5,14.0,0.0,1.03,264.92,43.7,0.12,2.99,46.5,0.21,220.4,264.9,14.9,1.62,108.9
228,228,gatte ki sabzi,277,10.2,2.4,3.4,1.9,31.3,3.9,15.0,4.2,38.7,428.0,77.6,9.86,0.21,1.21,0.05,0.48,4.17,0.51,0.47,13.19,0.0,0.94,237.51,52.2,0.16,3.0,54.3,0.2,167.7,237.5,19.5,1.96,103.2
229,229,ker sangri,267,9.7,2.5,3.5,2.1,30.2,4.1,15.6,3.8,42.0,446.2,78.1,8.17,0.22,0.99,0.05,0.51,3.63,0.54,0.43,9.69,0.0,1.19,212.0,54.6,0.12,2.71,45.0,0.21,210.7,212.0,16.9,1.77,95.9
230,230,papad ki sabzi,294,10.4,2.5,3.3,1.9,29.8,4.2,17.0,3.8,39.0,480.4,76.1,7.28,0.17,1.22,0.05,0.53,4.23,0.64,0.46,10.97,0.0,1.22,243.33,54.4,0.13,2.47,50.9,0.24,190.9,243.3,21.6,1.61,100.3
231,231,panchkuta,271,10.0,2.6,3.6,2.0,30.7,4.0,16.6,4.1,41.1,474.4,77.3,9.95,0.2,0.99,0.05,0.47,3.44,0.54,0.55,12.31,0.0,0.94,183.99,48.7,0.12,2.69,49.2,0.27,179.6,184.0,20.5,1.92,99.8
232,232,bajre ki khichdi,376,12.5,3.1,4.8,2.4,49.7,2.9,14.2,2.9,51.5,633.1,73.0,5.95,0.26,1.13,0.05,0.43,4.08,0.55,0.52,8.74,0.0,1.44,215.29,49.1,0.13,2.09,37.6,0.23,202.7,215.3,17.8,1.71,86.7
233,233,kadhi pakora,289,17.6,4.0,4.7,2.9,25.5,3.1,7.3,2.8,18.8,453.4,75.1,6.74,0.18,0.97,0.05,0.27,2.38,0.33,0.27,7.24,0.0,1.55,157.82,33.8,0.14,1.97,41.6,0.22,142.1,157.8,11.8,1.08,69.1
234,234,amritsari fish,288,10.5,2.4,3.4,2.0,33.1,4.2,23.6,4.3,76.1,444.2,73.6,7.83,0.22,0.93,1.82,0.6,5.04,0.85,0.65,11.28,3.21,0.97,206.86,55.0,0.17,3.21,48.8,0.28,241.6,206.9,22.4,2.61,112.8
235,235,sarson ka saag,277,10.1,2.5,4.2,2.1,31.9,4.1,17.3,6.2,40.0,447.5,76.8,20.16,0.2,1.49,0.05,0.48,4.47,0.61,0.52,13.59,0.0,1.06,274.14,64.5,0.2,3.65,63.4,0.36,216.4,274.1,21.0,2.03,127.2
236,236,rajma chawal,313,12.3,4.0,3.8,2.5,30.3,4.7,15.1,6.7,29.9,591.1,74.9,11.35,0.23,1.16,0.05,0.39,4.05,0.49,0.51,19.97,0.0,1.21,261.6,52.4,0.17,3.04,69.4,0.27,191.8,261.6,19.6,1.66,120.8
237,237,kadhi chawal,270,9.5,2.4,3.3,1.9,30.9,3.8,15.6,3.9,38.1,457.2,78.1,8.1,0.17,0.92,0.05,0.45,3.6,0.53,0.46,10.02,0.0,1.21,187.99,45.1,0.15,2.64,47.1,0.26,185.7,188.0,14.4,1.77,94.4
238,238,chole chawal,306,13.0,3.9,3.9,2.6,29.0,5.3,15.4,6.8,30.2,582.4,74.6,12.42,0.19,1.12,0.05,0.48,3.43,0.61,0.47,20.94,0.0,1.42,249.31,49.2,0.21,3.5,48.9,0.33,217.7,249.3,20.6,1.51,123.1
239,239,dal chawal,329,13.0,4.1,4.2,2.5,29.4,5.1,15.2,7.0,28.1,578.8,73.9,14.27,0.19,1.3,0.05,0.41,3.33,0.54,0.45,16.83,0.0,1.33,248.44,46.7,0.2,3.46,56.3,0.38,194.2,248.4,20.5,1.68,121.7
240,240,curd chawal,278,10.1,2.3,3.6,2.0,29.8,4.0,16.9,4.1,39.5,474.9,76.9,9.69,0.21,1.14,0.05,0.55,4.22,0.5,0.45,12.84,0.0,1.18,245.47,125.9,0.16,2.92,46.2,0.21,217.9,245.5,14.9,1.86,106.0
241,241,mango lassi,297,9.9,2.4,3.3,1.9,33.9,3.9,15.1,4.1,38.9,463.7,77.1,7.96,0.22,1.06,0.05,0.43,4.17,0.56,0.44,17.76,0.0,1.24,239.6,57.6,0.14,2.59,48.4,0.26,194.1,239.6,17.5,1.53,104.1
242,242,salted lassi,265,9.4,2.4,3.5,1.9,32.1,4.2,15.3,4.1,42.8,462.2,78.5,9.09,0.19,1.16,0.05,0.46,4.25,0.56,0.55,8.55,0.0,1.25,258.87,60.6,0.13,2.76,47.1,0.23,205.5,258.9,15.3,1.65,100.1
243,243,chaas,277,9.9,2.3,3.4,1.9,32.3,3.7,16.5,4.3,39.6,423.2,77.2,8.33,0.19,1.06,0.05,0.51,3.49,0.56,0.56,11.92,0.0,1.15,256.93,47.8,0.12,2.49,46.4,0.2,189.1,256.9,21.5,2.01,104.0
244,244,masala chai,315,13.5,4.1,4.0,2.4,28.2,4.7,14.6,7.3,28.2,530.8,74.2,16.91,0.19,1.28,0.05,0.46,3.16,0.54,0.47,16.29,0.0,1.25,314.57,54.2,0.17,3.85,67.4,0.29,187.8,314.6,19.2,1.78,129.9
245,245,filter coffee,274,10.6,2.6,3.5,2.0,30.6,3.8,16.2,3.8,41.6,430.7,77.0,8.63,0.21,0.99,0.05,0.47,4.18,0.55,0.47,11.79,0.0,0.94,189.03,51.1,0.16,2.71,43.2,0.27,214.9,189.0,16.6,1.75,97.0
246,246,dal bhat,304,12.1,4.0,4.1,2.3,30.0,5.2,15.8,6.9,28.7,536.5,75.1,16.02,0.22,1.27,0.05,0.5,4.06,0.62,0.51,15.78,0.0,1.26,245.14,53.9,0.18,3.25,61.1,0.38,171.4,245.1,14.1,1.65,122.2
247,247,dal bhat tarkari,298,13.2,3.9,4.1,2.7,29.3,5.2,14.4,6.7,32.1,549.2,75.0,11.09,0.17,1.13,0.05,0.41,3.26,0.52,0.5,12.91,0.0,1.05,217.67,42.4,0.21,3.73,56.1,0.34,174.2,217.7,18.8,1.92,111.8
248,248,dal bhat masu,289,13.3,3.9,4.2,2.4,31.8,4.9,14.5,7.3,30.7,594.6,75.3,17.17,0.24,1.6,0.05,0.49,3.13,0.46,0.52,20.73,0.0,1.14,245.5,46.4,0.2,4.25,56.6,0.29,200.1,245.5,16.8,1.86,128.7
249,249,dal bhat chicken,303,12.2,4.2,4.2,2.6,32.0,5.3,22.1,6.6,64.7,572.8,72.6,10.9,0.21,1.46,1.77,0.66,4.99,0.7,0.64,15.03,0.0,1.17,230.33,69.7,0.18,3.4,63.0,0.39,242.7,230.3,20.1,2.04,126.3
250,250,dal bhat buff,326,12.8,3.9,4.2,2.5,31.8,4.9,23.2,6.6,61.2,555.6,70.9,12.5,0.21,1.31,0.05,0.68,5.05,0.72,0.66,19.14,0.0,1.18,287.34,57.8,0.16,3.87,63.0,0.28,269.7,287.3,24.9,2.52,138.6
251,251,dal bhat mutton,329,12.3,3.8,3.7,2.4,28.7,4.9,22.4,7.3,66.7,542.3,71.5,15.61,0.22,1.66,1.78,0.69,5.39,0.8,0.56,16.27,0.0,1.4,327.25,62.2,0.18,4.01,73.8,0.35,239.6,327.2,19.7,2.2,143.3
252,252,veg thali nepali,269,10.3,2.5,3.5,2.1,33.2,4.1,15.9,4.2,39.0,430.3,77.4,10.06,0.23,1.0,0.05,0.47,3.93,0.53,0.51,9.09,0.0,1.32,252.04,58.3,0.16,2.53,47.0,0.26,190.5,252.0,18.0,1.72,101.4
253,253,newari khaja set,261,10.4,2.6,3.3,2.1,31.2,4.1,16.2,4.1,42.1,480.3,77.5,7.85,0.2,1.14,0.05,0.44,3.46,0.57,0.5,13.09,0.0,0.94,267.32,53.6,0.11,2.78,48.1,0.21,172.6,267.3,16.4,1.69,104.9
254,254,samay baji,286,9.4,2.3,3.5,1.9,33.6,4.0,15.2,3.8,40.2,448.6,77.8,6.98,0.24,1.26,0.05,0.41,3.41,0.52,0.51,10.19,0.0,1.11,180.42,52.2,0.14,2.64,42.0,0.19,169.8,180.4,16.5,1.93,91.9
255,255,newari bhoj,281,10.6,2.6,3.5,2.0,33.1,3.9,16.9,4.0,41.1,463.3,76.5,8.05,0.22,1.26,0.05,0.45,3.73,0.64,0.56,10.52,0.0,1.32,236.81,55.2,0.13,2.96,43.3,0.27,188.5,236.8,16.9,2.11,101.8
256,256,chatamari,288,10.3,2.4,3.5,2.1,32.2,4.3,15.1,3.8,41.5,439.0,77.2,8.26,0.19,1.1,0.05,0.45,3.23,0.56,0.51,9.7,0.0,1.23,216.79,48.0,0.11,2.21,53.6,0.22,205.2,216.8,14.1,1.78,94.1
257,257,buff chatamari,270,10.6,2.4,3.7,2.1,30.5,3.7,22.7,3.9,75.4,443.1,74.5,7.15,0.22,1.19,0.05,0.58,4.86,0.66,0.57,11.47,0.0,1.01,217.2,74.1,0.16,2.84,57.1,0.27,229.4,217.2,19.0,1.95,109.5
258,258,chicken chatamari,291,10.4,2.7,3.4,1.9,30.2,4.0,25.6,3.9,71.8,460.6,72.8,7.68,0.22,1.24,1.9,0.79,5.06,0.71,0.72,8.52,0.0,1.04,227.78,62.4,0.12,2.84,64.7,0.2,232.7,227.8,22.2,2.42,113.6
259,259,veg chatamari,273,9.8,2.5,3.3,2.1,32.7,3.9,15.0,3.8,38.9,456.2,78.0,10.18,0.19,1.12,0.05,0.52,4.1,0.47,0.54,10.98,0.0,1.3,203.26,53.6,0.16,2.67,43.1,0.25,211.7,203.3,19.4,1.74,96.9
260,260,bara,274,10.2,2.5,3.4,2.0,30.8,4.0,17.1,3.9,40.7,475.0,76.9,7.89,0.22,1.22,0.05,0.53,3.54,0.56,0.5,8.65,0.0,0.98,236.33,63.4,0.14,2.92,52.5,0.22,189.4,236.3,20.6,1.91,100.0
261,261,buff bara,299,10.2,2.4,3.3,2.1,31.2,3.9,24.1,4.2,76.7,434.1,73.2,9.88,0.22,1.19,0.05,0.66,5.06,0.74,0.6,13.39,0.0,0.92,286.57,71.9,0.12,2.63,46.4,0.26,269.6,286.6,21.7,2.09,121.9
262,262,egg bara,289,9.7,2.6,3.4,1.9,30.9,3.9,23.8,4.1,72.6,467.7,74.0,7.43,0.23,1.08,1.83,0.61,5.2,0.75,0.74,12.39,3.31,1.21,262.87,64.4,0.16,3.04,63.6,0.25,217.2,262.9,21.7,2.34,117.3
263,263,wo bara,278,9.8,2.5,3.3,1.9,31.9,3.8,15.3,3.7,40.0,464.2,77.7,8.31,0.23,1.29,0.05,0.53,3.61,0.53,0.5,10.65,0.0,1.05,253.67,59.1,0.13,2.54,40.3,0.22,177.4,253.7,18.8,1.78,98.9
264,264,yomari,280,10.3,2.6,3.6,2.1,33.1,3.9,15.0,4.2,40.7,461.1,77.5,9.82,0.22,1.03,0.05,0.45,3.89,0.49,0.49,13.71,0.0,1.27,226.74,55.3,0.15,2.96,45.9,0.25,213.2,226.7,14.9,1.71,102.4
265,265,yomari chaku,293,9.7,2.4,3.7,2.0,31.5,3.9,15.8,4.2,41.3,424.1,77.2,9.66,0.22,1.07,0.05,0.42,4.13,0.62,0.48,10.18,0.0,1.29,197.44,41.3,0.12,2.83,49.2,0.26,207.7,197.4,16.8,1.92,98.3
266,266,yomari khuwa,268,9.6,2.7,3.5,2.1,30.6,3.8,15.3,4.1,38.7,475.3,78.3,8.72,0.21,1.19,0.05,0.51,3.38,0.5,0.46,9.88,0.0,1.01,232.62,50.1,0.15,2.32,39.5,0.27,162.6,232.6,20.6,1.56,97.8
267,267,sel roti,241,5.6,1.5,2.1,1.6,40.3,2.0,7.8,3.0,9.8,316.4,84.9,8.46,0.26,1.22,0.05,0.29,2.32,0.3,0.28,7.81,0.0,0.7,172.42,38.5,0.14,2.27,30.9,0.21,153.4,172.4,12.2,1.37,74.2
268,268,sel roti tarkari,236,6.1,1.5,2.0,1.5,36.3,2.1,8.5,3.1,9.3,294.1,84.5,5.99,0.25,0.98,0.05,0.29,2.61,0.35,0.32,7.03,0.0,0.84,169.8,43.4,0.15,2.33,43.5,0.23,134.4,169.8,10.1,1.3,73.3
269,269,chiura tarkari,283,10.5,2.5,3.3,2.1,31.1,4.1,16.1,4.2,38.1,446.6,76.8,7.75,0.21,1.02,0.05,0.44,4.2,0.58,0.44,10.9,0.0,1.23,264.25,61.2,0.17,2.89,43.5,0.22,196.2,264.2,15.2,1.63,103.4
270,270,chiura dahi,281,10.3,2.4,3.6,2.1,33.9,4.1,16.2,4.1,39.3,463.7,76.9,9.78,0.21,1.19,0.05,0.49,4.34,0.61,0.46,8.87,0.0,0.93,266.93,57.5,0.17,2.83,41.0,0.23,219.0,266.9,18.5,1.56,103.2
271,271,bhatmas sadheko,263,10.0,2.6,3.7,1.9,31.4,4.1,16.7,4.0,40.6,432.5,77.5,8.45,0.21,1.1,0.05,0.44,4.53,0.62,0.52,10.59,0.0,1.15,191.56,56.9,0.16,2.78,50.3,0.22,229.5,191.6,22.0,1.98,97.9
272,272,aloo achar,110,5.2,0.8,1.9,1.5,13.9,3.9,3.1,3.8,5.2,626.1,91.4,9.21,0.12,1.27,0.05,0.14,1.56,0.22,0.2,11.28,0.0,0.93,197.53,26.8,0.13,2.34,43.9,0.26,105.7,197.5,6.9,0.97,74.8
273,273,mula achar,105,5.2,0.8,1.7,1.6,13.1,4.2,3.1,4.1,5.0,571.8,91.6,7.69,0.14,1.04,0.05,0.14,1.43,0.25,0.19,8.34,0.0,0.89,234.55,28.2,0.17,2.07,45.0,0.24,120.6,234.6,6.3,1.05,74.5
274,274,gundruk ko achar,105,4.7,0.9,1.8,1.5,13.9,4.1,3.0,3.7,4.8,599.0,92.0,8.98,0.15,1.17,0.05,0.15,1.62,0.24,0.18,11.65,0.0,0.9,206.27,23.6,0.14,2.1,30.6,0.19,106.8,206.3,7.4,0.78,74.4
275,275,gundruk soup,232,7.1,1.9,2.3,1.6,23.9,3.0,17.3,3.0,45.4,613.5,80.4,5.82,0.2,1.16,0.05,0.47,4.51,0.5,0.54,8.69,0.0,1.04,246.97,55.1,0.13,2.42,48.8,0.17,213.3,247.0,21.9,1.73,95.3
276,276,gundruk bhat,284,9.6,2.5,3.6,1.9,30.3,3.8,15.2,4.0,42.0,420.7,77.8,10.56,0.2,1.06,0.05,0.47,3.66,0.6,0.41,9.79,0.0,1.26,266.49,56.2,0.15,2.55,48.8,0.26,191.8,266.5,16.2,1.79,102.0
277,277,sinkhi achar,106,4.7,0.8,1.7,1.4,12.6,4.2,3.2,4.1,4.8,588.2,91.9,7.58,0.14,0.93,0.05,0.15,1.52,0.26,0.17,8.65,0.0,0.71,174.9,28.4,0.14,2.0,41.4,0.29,115.0,174.9,7.2,0.97,69.6
278,278,tama ko achar,115,5.1,0.8,1.7,1.6,12.9,3.7,3.0,3.8,4.7,567.2,91.4,8.56,0.11,1.16,0.05,0.15,1.47,0.21,0.2,8.87,0.0,0.65,178.83,31.0,0.13,1.93,42.4,0.2,115.8,178.8,8.4,0.91,69.4
279,279,alu tama,281,10.3,2.6,3.5,2.0,33.8,3.8,17.0,3.9,39.1,465.2,76.6,10.32,0.22,1.16,0.05,0.56,4.03,0.51,0.45,10.74,0.0,0.96,202.32,51.4,0.15,2.25,52.6,0.28,215.2,202.3,19.4,2.01,99.4
280,280,alu tama tarkari,268,10.7,2.6,3.5,1.9,31.7,4.2,16.9,4.2,38.9,472.5,76.9,10.73,0.2,1.05,0.05,0.44,3.52,0.61,0.59,9.31,0.0,0.94,250.0,54.9,0.14,2.98,58.5,0.24,203.0,250.0,18.3,1.89,104.8
281,281,alu bodi,300,10.5,2.6,3.5,2.0,33.8,4.1,16.5,4.1,41.4,433.9,76.0,9.85,0.24,1.28,0.05,0.55,4.0,0.58,0.53,13.62,0.0,1.21,219.98,53.5,0.13,2.31,55.4,0.25,227.1,220.0,17.3,1.78,102.6
282,282,alu kauli,265,10.6,2.4,3.5,2.1,30.3,3.9,15.5,3.8,41.3,454.3,77.6,7.56,0.19,1.3,0.05,0.49,4.17,0.46,0.48,11.06,0.0,1.13,207.37,53.4,0.13,2.42,37.4,0.27,176.1,207.4,14.7,1.78,95.4
